"f1","f2","label"
20.67,13.27,"nope"
16.14,14.93,"nope"
17.84,15.54,"nope"
14.89,13.78,"nope"
13.31,16.19,"nope"
11.69,21.16,"nope"
12.08,18.39,"nope"
9.51,26.01,"nope"
24.29,12.59,"nope"
22.37,12.01,"nope"
13.97,15.61,"nope"
9.03,25.68,"nope"
7.25,25.64,"nope"
8.66,25.68,"nope"
7.97,26.26,"nope"
8.93,24.95,"nope"
20.90,14.81,"nope"
22.37,15.00,"nope"
14.43,18.95,"nope"
14.04,17.72,"nope"
13.82,17.87,"nope"
15.69,16.69,"nope"
16.67,16.65,"nope"
8.35,21.86,"nope"
8.29,27.81,"nope"
8.59,24.05,"nope"
6.91,28.21,"nope"
7.30,28.12,"nope"
6.33,28.64,"nope"
7.07,26.70,"nope"
7.49,30.23,"nope"
8.66,24.32,"nope"
48.42,29.47,"suck"
106.77,28.58,"suck"
140.90,28.64,"suck"
102.49,28.17,"suck"
107.75,26.39,"suck"
87.26,28.37,"suck"
76.45,28.95,"suck"
92.38,27.60,"suck"
103.03,27.69,"suck"
178.89,27.45,"suck"
193.14,31.47,"suck"
216.42,29.09,"suck"
173.27,29.87,"suck"
113.99,30.22,"suck"
98.95,34.26,"suck"
92.26,31.08,"suck"
105.91,32.71,"suck"
142.97,31.72,"suck"
428.36,29.83,"suck"
820.29,29.77,"suck"
1421.64,29.86,"suck"
636.64,30.96,"suck"
8.20,24.63,"nope"
8.43,24.01,"nope"
16.12,16.45,"nope"
14.80,16.62,"nope"
16.86,15.17,"nope"
14.22,18.84,"nope"
11.71,18.33,"nope"
12.69,19.78,"nope"
8.64,23.43,"nope"
7.30,23.20,"nope"
7.36,25.67,"nope"
7.86,28.59,"nope"
8.48,27.29,"nope"
7.95,25.60,"nope"
7.14,25.40,"nope"
7.62,28.46,"nope"
7.08,28.08,"nope"
8.27,25.99,"nope"
7.49,23.01,"nope"
7.01,28.03,"nope"
7.30,27.19,"nope"
7.91,25.04,"nope"
10.02,23.55,"nope"
8.16,27.46,"nope"
7.45,25.52,"nope"
8.96,26.26,"nope"
8.85,26.45,"nope"
10.11,20.77,"nope"
10.41,18.59,"nope"
18.02,18.70,"nope"
10.58,21.07,"nope"
10.29,21.62,"nope"
8.47,25.21,"nope"
8.53,24.28,"nope"
8.44,28.34,"nope"
7.80,25.16,"nope"
8.17,26.71,"nope"
8.15,23.90,"nope"
9.84,25.57,"nope"
9.71,26.17,"nope"
7.72,23.57,"nope"
7.74,24.83,"nope"
7.58,27.72,"nope"
7.11,26.30,"nope"
8.47,26.44,"nope"
7.69,24.73,"nope"
5.99,28.98,"nope"
7.07,28.31,"nope"
8.69,25.95,"nope"
7.69,25.92,"nope"
7.46,26.02,"nope"
6.96,28.26,"nope"
140.17,32.55,"suck"
210.65,28.27,"suck"
262.66,31.39,"suck"
293.19,29.54,"suck"
321.55,30.45,"suck"
347.94,31.05,"suck"
365.04,31.92,"suck"
341.34,29.80,"suck"
331.69,29.90,"suck"
167.32,33.39,"suck"
8.62,29.32,"nope"
6.29,28.10,"nope"
8.88,25.81,"nope"
6.51,30.23,"nope"
6.89,27.04,"nope"
8.79,26.09,"nope"
11.40,21.69,"nope"
7.81,25.77,"nope"
9.19,21.67,"nope"
5.97,26.23,"nope"
7.78,30.49,"nope"
8.06,29.21,"nope"
56.63,32.63,"suck"
537.10,29.10,"suck"
750.20,32.16,"suck"
757.95,29.16,"suck"
819.17,29.91,"suck"
1054.09,32.13,"suck"
1765.76,32.65,"suck"
1532.96,32.82,"suck"
1007.57,32.50,"suck"
937.33,28.82,"suck"
23.56,18.45,"nope"
9.03,21.67,"nope"
6.97,27.34,"nope"
7.60,26.52,"nope"
8.07,28.80,"nope"
7.48,24.07,"nope"
6.96,28.17,"nope"
7.00,28.64,"nope"
8.36,27.59,"nope"
11.09,17.21,"nope"
11.15,26.73,"nope"
14.17,28.41,"nope"
15.59,23.51,"nope"
21.08,19.24,"nope"
12.95,25.00,"nope"
13.43,20.82,"nope"
9.06,28.19,"nope"
7.29,25.04,"nope"
7.50,24.62,"nope"
7.30,26.70,"nope"
6.92,27.05,"nope"
6.93,26.07,"nope"
9.90,24.11,"nope"
15.21,14.31,"nope"
10.19,20.15,"nope"
12.60,20.02,"nope"
9.31,22.80,"nope"
12.09,19.93,"nope"
16.16,17.79,"nope"
9.71,24.60,"nope"
216.37,27.72,"suck"
303.02,30.73,"suck"
244.56,31.01,"suck"
408.41,31.50,"suck"
470.16,33.11,"suck"
349.33,32.04,"suck"
284.18,32.86,"suck"
394.83,34.98,"suck"
403.14,30.21,"suck"
347.91,34.08,"suck"
504.93,32.40,"suck"
415.03,35.21,"suck"
414.67,31.75,"suck"
444.42,35.76,"suck"
376.05,36.34,"suck"
388.00,35.18,"suck"
384.98,34.69,"suck"
412.26,31.94,"suck"
596.50,32.92,"suck"
577.96,32.37,"suck"
556.70,33.23,"suck"
424.66,31.75,"suck"
16.11,20.08,"nope"
8.68,29.19,"nope"
15.51,15.13,"nope"
7.66,24.38,"nope"
7.35,27.53,"nope"
7.88,25.55,"nope"
8.98,26.06,"nope"
7.59,25.52,"nope"
5.82,26.76,"nope"
7.78,27.36,"nope"
7.80,27.28,"nope"
7.52,25.32,"nope"
7.43,26.34,"nope"
8.22,27.93,"nope"
8.81,25.62,"nope"
6.85,29.67,"nope"
7.87,24.89,"nope"
8.00,26.61,"nope"
7.98,28.19,"nope"
8.00,25.76,"nope"
9.00,24.07,"nope"
12.86,18.17,"nope"
8.21,22.44,"nope"
8.06,21.34,"nope"
9.42,25.55,"nope"
7.53,25.57,"nope"
7.17,23.66,"nope"
8.82,28.43,"nope"
6.09,29.87,"nope"
7.61,26.72,"nope"
7.21,26.51,"nope"
8.04,25.46,"nope"
7.35,28.88,"nope"
7.13,30.32,"nope"
7.69,30.00,"nope"
8.48,24.97,"nope"
7.05,26.51,"nope"
7.47,25.85,"nope"
125.66,35.91,"suck"
339.47,30.75,"suck"
334.26,33.82,"suck"
355.73,33.55,"suck"
388.97,36.38,"suck"
392.48,33.73,"suck"
431.51,36.33,"suck"
561.28,34.05,"suck"
384.63,33.05,"suck"
303.78,33.91,"suck"
8.93,29.71,"nope"
9.92,25.57,"nope"
10.24,21.80,"nope"
10.74,23.64,"nope"
8.00,26.53,"nope"
8.54,22.02,"nope"
7.42,27.37,"nope"
7.08,25.02,"nope"
7.32,25.62,"nope"
8.18,26.78,"nope"
7.36,28.32,"nope"
7.88,25.47,"nope"
5.95,28.39,"nope"
7.44,28.78,"nope"
7.42,26.78,"nope"
7.13,24.54,"nope"
7.25,27.70,"nope"
7.39,27.78,"nope"
8.12,27.47,"nope"
72.67,31.54,"suck"
564.05,32.81,"suck"
730.77,33.99,"suck"
857.33,33.88,"suck"
759.35,34.94,"suck"
800.57,37.70,"suck"
777.98,35.30,"suck"
750.07,34.67,"suck"
795.25,37.01,"suck"
7.59,28.03,"nope"
8.08,25.69,"nope"
9.08,22.73,"nope"
8.68,21.89,"nope"
9.72,21.99,"nope"
8.55,27.09,"nope"
13.28,19.88,"nope"
14.16,15.59,"nope"
10.59,23.10,"nope"
8.63,25.11,"nope"
8.49,28.28,"nope"
8.01,25.21,"nope"
6.23,27.58,"nope"
7.39,29.41,"nope"
7.36,29.59,"nope"
7.42,27.94,"nope"
6.85,28.20,"nope"
8.43,24.38,"nope"
8.65,24.63,"nope"
8.79,22.58,"nope"
8.62,25.24,"nope"
8.21,26.30,"nope"
7.31,27.32,"nope"
7.87,28.11,"nope"
8.37,24.76,"nope"
7.92,28.24,"nope"
8.06,24.36,"nope"
8.47,23.34,"nope"
8.11,26.07,"nope"
8.75,26.31,"nope"
8.64,25.55,"nope"
7.68,25.17,"nope"
8.78,26.36,"nope"
6.83,27.28,"nope"
9.50,21.51,"nope"
8.53,25.03,"nope"
8.09,24.59,"nope"
7.34,28.02,"nope"
8.12,26.09,"nope"
8.48,23.63,"nope"
7.28,27.34,"nope"
7.44,26.30,"nope"
8.40,24.69,"nope"
7.82,30.95,"nope"
8.20,26.68,"nope"
9.99,21.86,"nope"
18.53,13.10,"nope"
11.57,18.88,"nope"
58.38,29.13,"suck"
93.23,27.67,"suck"
122.45,30.13,"suck"
147.19,32.21,"suck"
162.67,33.14,"suck"
172.24,33.23,"suck"
196.01,34.71,"suck"
203.97,31.67,"suck"
190.07,32.99,"suck"
185.81,34.42,"suck"
174.54,33.57,"suck"
189.96,32.75,"suck"
232.68,34.36,"suck"
240.67,33.48,"suck"
9.75,20.50,"nope"
8.62,24.09,"nope"
7.86,25.18,"nope"
7.48,27.34,"nope"
8.09,26.31,"nope"
8.01,24.23,"nope"
10.83,24.74,"nope"
8.36,26.58,"nope"
8.32,27.97,"nope"
8.38,24.20,"nope"
928.16,22.17,"nope"
346.82,21.45,"nope"
284.23,19.21,"nope"
264.12,20.52,"nope"
42.34,12.66,"nope"
57.52,20.49,"nope"
319.62,18.36,"nope"
119.87,15.47,"nope"
16.04,17.59,"nope"
132.55,32.50,"nope"
20.38,25.48,"nope"
12.69,23.45,"nope"
10.53,19.77,"nope"
10.55,24.01,"nope"
8.88,25.22,"nope"
16.09,16.33,"nope"
15.58,21.68,"nope"
9.71,24.19,"nope"
8.23,26.01,"nope"
12.00,18.57,"nope"
13.81,18.12,"nope"
9.92,25.11,"nope"
10.49,23.58,"nope"
9.03,24.96,"nope"
8.30,28.00,"nope"
15.27,15.85,"nope"
11.53,21.93,"nope"
9.28,25.19,"nope"
9.04,27.54,"nope"
100.59,23.71,"nope"
445.42,16.73,"nope"
344.34,17.00,"nope"
10.04,21.17,"nope"
513.29,17.98,"nope"
363.13,15.76,"nope"
995.14,13.36,"nope"
107.56,18.06,"nope"
131.06,18.69,"nope"
160.30,15.74,"nope"
118.28,23.53,"nope"
177.95,22.22,"nope"
213.34,24.36,"nope"
195.83,20.94,"nope"
2373.67,25.47,"nope"
12.78,19.03,"nope"
9.14,19.90,"nope"
11.20,21.21,"nope"
9.31,25.38,"nope"
9.32,21.69,"nope"
8.15,26.75,"nope"
8.00,29.12,"nope"
7.37,26.53,"nope"
8.79,21.31,"nope"
9.67,20.63,"nope"
7.87,25.24,"nope"
8.07,24.89,"nope"
9.80,24.02,"nope"
7.49,25.07,"nope"
7.29,25.92,"nope"
10.06,24.73,"nope"
7.97,27.51,"nope"
6.95,24.44,"nope"
10.16,21.46,"nope"
12.91,19.51,"nope"
10.39,21.85,"nope"
23.86,14.73,"nope"
9.70,23.29,"nope"
9.62,23.04,"nope"
42.77,19.29,"nope"
18.41,21.34,"nope"
9.42,24.36,"nope"
8.71,25.29,"nope"
6.32,26.86,"nope"
6.73,26.72,"nope"
10.41,19.06,"nope"
9.62,27.07,"nope"
7.51,24.96,"nope"
5.91,29.02,"nope"
6.59,27.22,"nope"
8.57,24.55,"nope"
8.59,24.51,"nope"
7.83,23.25,"nope"
9.59,23.34,"nope"
8.30,23.56,"nope"
9.16,22.53,"nope"
9.79,23.78,"nope"
8.03,25.42,"nope"
7.29,27.30,"nope"
8.08,26.69,"nope"
8.19,28.82,"nope"
8.89,22.29,"nope"
6.88,25.60,"nope"
8.08,25.07,"nope"
7.95,25.54,"nope"
9.38,19.74,"nope"
11.46,19.05,"nope"
9.05,25.50,"nope"
8.56,23.11,"nope"
12.06,17.81,"nope"
11.19,20.43,"nope"
10.02,23.64,"nope"
10.92,22.03,"nope"
9.50,23.58,"nope"
10.09,25.28,"nope"
7.17,25.33,"nope"
8.31,24.65,"nope"
9.06,23.32,"nope"
9.88,21.25,"nope"
10.38,23.46,"nope"
11.64,22.82,"nope"
10.34,19.97,"nope"
7.43,27.86,"nope"
8.06,22.92,"nope"
8.57,26.13,"nope"
9.18,23.74,"nope"
8.49,23.55,"nope"
7.81,24.73,"nope"
9.45,21.37,"nope"
7.03,27.19,"nope"
6.72,27.16,"nope"
7.79,26.42,"nope"
9.57,22.20,"nope"
9.53,25.04,"nope"
6.37,27.97,"nope"
7.69,28.09,"nope"
8.39,25.02,"nope"
11.51,19.31,"nope"
11.27,18.08,"nope"
549.31,12.06,"nope"
70.99,13.14,"nope"
96.79,21.78,"nope"
470.99,14.89,"nope"
56.25,13.07,"nope"
28.73,12.28,"nope"
15.59,17.83,"nope"
8.34,25.16,"nope"
15.05,17.72,"nope"
10.39,22.50,"nope"
9.10,21.71,"nope"
16.78,16.00,"nope"
9.69,20.63,"nope"
10.30,23.86,"nope"
12.54,21.82,"nope"
9.23,24.13,"nope"
9.59,24.74,"nope"
9.40,22.80,"nope"
9.62,24.91,"nope"
9.67,21.42,"nope"
11.37,19.63,"nope"
8.54,27.56,"nope"
9.36,22.12,"nope"
8.09,25.41,"nope"
7.96,22.16,"nope"
9.42,25.24,"nope"
13.37,20.01,"nope"
45.51,20.81,"nope"
70.89,21.23,"nope"
56.55,15.20,"nope"
43.64,17.15,"nope"
8.84,27.19,"nope"
6.84,26.26,"nope"
8.45,25.25,"nope"
10.91,22.24,"nope"
23.04,36.62,"nope"
7.43,23.89,"nope"
6.14,26.06,"nope"
7.79,27.14,"nope"
9.06,27.91,"nope"
14.30,35.70,"nope"
12.33,30.11,"nope"
10.70,29.93,"nope"
13.20,19.96,"nope"
15.80,16.95,"nope"
8.10,22.21,"nope"
8.50,22.83,"nope"
8.19,26.85,"nope"
241.41,31.31,"nope"
8.05,26.02,"nope"
8.07,28.37,"nope"
7.11,26.69,"nope"
8.64,24.30,"nope"
15.53,22.47,"nope"
7.67,25.39,"nope"
7.37,27.45,"nope"
7.84,27.06,"nope"
7.38,27.81,"nope"
355.55,30.83,"nope"
15.76,21.48,"nope"
15.13,17.35,"nope"
14.61,18.19,"nope"
34.88,30.01,"nope"
23.34,21.66,"nope"
15.51,20.83,"nope"
21.75,13.94,"nope"
19.46,16.63,"nope"
17.08,19.84,"nope"
30.88,21.28,"nope"
33.37,35.06,"nope"
35.66,35.01,"nope"
24.71,26.39,"nope"
23.88,35.96,"nope"
19.30,21.59,"nope"
7.96,27.34,"nope"
12.25,17.94,"nope"
64.81,24.08,"nope"
17.15,31.38,"nope"
15.44,27.17,"nope"
25.38,17.75,"nope"
10.18,25.19,"nope"
11.48,25.75,"nope"
9.71,27.10,"nope"
7.28,26.14,"nope"
24.04,25.72,"nope"
20.41,20.96,"nope"
16.43,22.22,"nope"
7.05,28.84,"nope"
8.57,28.22,"nope"
10.16,26.91,"nope"
7.78,25.69,"nope"
259.88,14.51,"nope"
55.27,10.50,"nope"
61.46,13.70,"nope"
60.33,13.34,"nope"
24.62,16.94,"nope"
27.57,18.59,"nope"
22.11,16.59,"nope"
21.21,13.56,"nope"
10.61,20.94,"nope"
9.22,26.33,"nope"
13.93,20.74,"nope"
15.21,18.30,"nope"
15.98,19.76,"nope"
14.47,15.49,"nope"
8.10,26.51,"nope"
471.90,17.89,"nope"
37.70,11.22,"nope"
12.13,19.27,"nope"
9.96,22.57,"nope"
9.89,22.48,"nope"
16.38,18.34,"nope"
15.60,17.11,"nope"
12.19,21.47,"nope"
19.70,14.22,"nope"
18.12,14.93,"nope"
9.50,22.55,"nope"
16.88,20.44,"nope"
8.90,22.90,"nope"
7.86,23.80,"nope"
9.35,24.71,"nope"
11.18,21.04,"nope"
8.24,24.01,"nope"
8.35,25.31,"nope"
7.33,26.13,"nope"
7.38,28.03,"nope"
6.60,28.85,"nope"
7.87,25.99,"nope"
6.70,27.14,"nope"
7.59,26.60,"nope"
7.46,27.67,"nope"
7.01,27.73,"nope"
12.68,19.72,"nope"
12.67,16.73,"nope"
10.87,18.49,"nope"
14.42,20.71,"nope"
11.91,23.39,"nope"
11.06,22.69,"nope"
10.46,20.90,"nope"
10.25,23.67,"nope"
11.13,21.58,"nope"
7.68,24.93,"nope"
9.37,23.70,"nope"
10.06,21.00,"nope"
18.99,14.78,"nope"
22.38,14.04,"nope"
11.65,19.83,"nope"
16.34,14.30,"nope"
9.69,23.58,"nope"
20.00,17.06,"nope"
16.87,15.05,"nope"
15.19,19.67,"nope"
18.49,15.59,"nope"
16.43,18.52,"nope"
16.21,17.13,"nope"
8.70,24.66,"nope"
17.16,19.03,"nope"
9.01,23.38,"nope"
17.06,14.63,"nope"
14.08,17.44,"nope"
12.14,27.68,"nope"
15.51,16.60,"nope"
16.61,15.88,"nope"
10.07,20.00,"nope"
13.35,18.90,"nope"
9.56,27.54,"nope"
10.68,22.63,"nope"
11.37,21.35,"nope"
9.94,23.83,"nope"
7.97,26.10,"nope"
7.49,27.17,"nope"
8.70,24.24,"nope"
11.56,18.72,"nope"
7.16,22.89,"nope"
8.27,23.74,"nope"
7.86,24.31,"nope"
7.99,25.77,"nope"
8.48,24.39,"nope"
8.34,28.36,"nope"
7.11,26.20,"nope"
6.70,26.73,"nope"
7.55,28.04,"nope"
8.03,25.01,"nope"
6.93,26.87,"nope"
6.87,26.67,"nope"
6.83,25.27,"nope"
17.94,14.83,"nope"
15.54,14.18,"nope"
12.41,18.61,"nope"
8.12,25.56,"nope"
20.53,14.18,"nope"
17.63,16.32,"nope"
22.11,12.50,"nope"
25.55,13.47,"nope"
16.48,14.87,"nope"
7.33,23.67,"nope"
6.06,29.04,"nope"
9.23,27.23,"nope"
13.42,17.28,"nope"
12.30,18.34,"nope"
12.54,16.87,"nope"
7.70,23.03,"nope"
8.46,22.65,"nope"
7.46,26.52,"nope"
13.18,18.13,"nope"
14.31,19.16,"nope"
9.18,23.78,"nope"
6.70,26.76,"nope"
8.41,24.36,"nope"
8.03,26.68,"nope"
7.83,26.04,"nope"
8.67,22.97,"nope"
6.77,26.68,"nope"
7.82,27.48,"nope"
7.06,28.20,"nope"
6.32,27.84,"nope"
6.51,25.04,"nope"
12.37,19.57,"nope"
10.28,22.57,"nope"
7.35,24.76,"nope"
8.14,26.96,"nope"
25.53,13.89,"nope"
18.86,15.83,"nope"
20.85,14.27,"nope"
13.79,17.00,"nope"
9.51,22.90,"nope"
8.11,23.97,"nope"
6.54,26.71,"nope"
8.26,27.50,"nope"
11.38,20.29,"nope"
9.37,25.00,"nope"
8.02,22.40,"nope"
7.84,26.47,"nope"
7.58,26.85,"nope"
7.04,26.54,"nope"
10.39,24.22,"nope"
13.29,19.75,"nope"
16.27,17.99,"nope"
12.16,20.54,"nope"
10.19,20.76,"nope"
7.61,26.07,"nope"
8.02,26.32,"nope"
10.04,23.71,"nope"
7.74,27.01,"nope"
6.90,29.03,"nope"
6.98,25.91,"nope"
6.94,26.15,"nope"
7.61,28.31,"nope"
7.18,27.22,"nope"
10.20,19.52,"nope"
10.55,20.39,"nope"
9.15,25.20,"nope"
8.87,25.46,"nope"
19.76,15.30,"nope"
12.74,18.58,"nope"
15.29,16.77,"nope"
9.21,26.23,"nope"
6.81,26.34,"nope"
7.08,25.01,"nope"
8.02,25.10,"nope"
7.31,29.00,"nope"
11.13,21.43,"nope"
10.12,22.46,"nope"
8.53,22.77,"nope"
7.90,23.87,"nope"
7.41,23.00,"nope"
7.98,20.94,"nope"
8.17,23.10,"nope"
7.32,27.77,"nope"
9.30,23.71,"nope"
7.65,25.01,"nope"
7.82,22.54,"nope"
8.73,27.34,"nope"
7.70,29.27,"nope"
7.08,29.65,"nope"
8.09,24.76,"nope"
8.32,24.43,"nope"
6.73,26.15,"nope"
9.58,22.63,"nope"
8.32,24.48,"nope"
8.34,24.71,"nope"
7.80,26.13,"nope"
8.35,25.42,"nope"
7.82,24.57,"nope"
9.43,25.18,"nope"
7.74,28.56,"nope"
9.65,23.40,"nope"
20.31,13.73,"nope"
11.44,20.91,"nope"
8.37,22.33,"nope"
8.38,24.30,"nope"
7.56,23.72,"nope"
9.50,20.50,"nope"
7.40,25.76,"nope"
7.04,27.79,"nope"
8.34,26.17,"nope"
8.17,26.31,"nope"
7.88,26.65,"nope"
8.48,25.17,"nope"
7.23,28.06,"nope"
8.94,22.84,"nope"
9.69,23.30,"nope"
7.85,26.09,"nope"
8.37,26.04,"nope"
8.43,26.96,"nope"
8.83,27.23,"nope"
9.08,22.83,"nope"
7.58,23.57,"nope"
9.86,23.33,"nope"
9.29,24.16,"nope"
7.42,27.42,"nope"
7.30,26.21,"nope"
7.60,25.63,"nope"
7.59,27.31,"nope"
7.24,26.20,"nope"
6.38,27.79,"nope"
9.29,20.02,"nope"
9.08,21.81,"nope"
8.20,22.96,"nope"
7.64,24.08,"nope"
8.09,23.80,"nope"
9.12,23.90,"nope"
8.07,25.54,"nope"
11.08,20.14,"nope"
8.51,27.43,"nope"
20.55,27.57,"nope"
21.18,27.63,"nope"
6.39,29.16,"nope"
7.77,25.83,"nope"
8.92,27.30,"nope"
15.25,17.67,"nope"
6.56,27.00,"nope"
7.92,26.00,"nope"
8.25,27.72,"nope"
7.05,24.10,"nope"
6.91,26.20,"nope"
7.34,28.87,"nope"
7.81,29.92,"nope"
7.53,26.23,"nope"
7.14,29.09,"nope"
7.54,26.29,"nope"
8.17,24.13,"nope"
7.92,27.19,"nope"
7.84,27.65,"nope"
8.28,28.34,"nope"
8.50,27.52,"nope"
8.10,27.25,"nope"
8.52,21.67,"nope"
9.23,21.32,"nope"
8.70,23.77,"nope"
10.86,19.05,"nope"
9.36,24.97,"nope"
33.40,27.78,"nope"
17.92,24.31,"nope"
18.05,21.61,"nope"
13.25,28.35,"nope"
36.24,20.90,"nope"
32.78,21.88,"nope"
31.51,24.59,"nope"
21.34,24.81,"nope"
14.83,26.86,"nope"
9.98,26.70,"nope"
15.83,22.70,"nope"
17.53,29.66,"nope"
9.75,24.13,"nope"
7.23,26.26,"nope"
7.81,25.80,"nope"
11.32,23.97,"nope"
13.15,25.56,"nope"
7.81,25.74,"nope"
6.83,25.69,"nope"
7.14,27.40,"nope"
8.42,26.48,"nope"
8.52,25.60,"nope"
16.37,24.60,"nope"
9.14,24.65,"nope"
9.31,21.53,"nope"
76.44,20.13,"nope"
1219.41,14.20,"nope"
97.58,10.64,"nope"
220.45,15.77,"nope"
66.53,15.84,"nope"
10.89,21.88,"nope"
10.02,20.80,"nope"
9.50,21.46,"nope"
15.13,19.48,"nope"
10.44,22.90,"nope"
10.61,23.11,"nope"
8.76,24.23,"nope"
9.26,21.20,"nope"
8.62,21.47,"nope"
9.63,25.62,"nope"
8.71,25.25,"nope"
8.46,23.56,"nope"
8.43,27.96,"nope"
7.44,24.98,"nope"
8.19,24.08,"nope"
7.55,23.40,"nope"
7.53,27.82,"nope"
7.64,27.33,"nope"
8.05,26.88,"nope"
23.44,32.60,"suck"
62.12,31.88,"suck"
72.34,31.58,"suck"
71.46,32.71,"suck"
67.01,35.59,"suck"
68.25,33.03,"suck"
70.97,34.68,"suck"
72.42,32.00,"suck"
64.57,37.21,"suck"
62.28,37.53,"suck"
53.76,34.19,"suck"
11.79,17.54,"nope"
10.38,20.47,"nope"
8.21,21.65,"nope"
18.87,28.16,"suck"
138.69,33.69,"suck"
182.75,35.43,"suck"
495.73,28.80,"suck"
337.93,28.70,"suck"
330.74,28.14,"suck"
197.52,27.84,"suck"
178.86,28.22,"suck"
6.77,24.08,"nope"
9.13,25.17,"nope"
8.73,22.15,"nope"
8.88,20.87,"nope"
6.78,27.37,"nope"
8.98,21.05,"nope"
8.84,24.57,"nope"
12.13,18.03,"nope"
10.40,23.09,"nope"
8.24,24.54,"nope"
8.49,26.19,"nope"
7.72,25.15,"nope"
8.08,29.79,"nope"
9.47,21.79,"nope"
8.96,23.27,"nope"
8.15,27.63,"nope"
6.65,26.96,"nope"
284.46,30.32,"suck"
498.70,30.25,"suck"
459.10,30.75,"suck"
628.26,29.72,"suck"
657.63,32.89,"suck"
808.32,33.74,"suck"
793.21,32.83,"suck"
923.14,33.31,"suck"
696.67,31.94,"suck"
77.14,35.01,"suck"
11.55,24.81,"nope"
32.04,11.72,"nope"
15.07,15.36,"nope"
10.67,22.05,"nope"
7.88,29.03,"nope"
8.04,25.23,"nope"
9.38,21.81,"nope"
10.09,23.09,"nope"
13.95,28.30,"nope"
12.42,29.08,"nope"
10.75,30.51,"nope"
8.89,27.96,"nope"
10.50,29.03,"nope"
10.44,25.77,"nope"
9.23,31.26,"nope"
9.19,27.91,"nope"
10.06,28.35,"nope"
9.03,28.50,"nope"
10.45,27.43,"nope"
9.26,28.40,"nope"
9.84,27.75,"nope"
9.15,24.44,"nope"
7.69,28.29,"nope"
8.26,25.91,"nope"
7.97,28.98,"nope"
9.62,24.37,"nope"
7.43,27.19,"nope"
7.42,30.69,"nope"
131.05,36.30,"suck"
268.17,35.12,"suck"
251.61,33.89,"suck"
255.58,33.71,"suck"
277.24,33.93,"suck"
312.37,34.43,"suck"
49.60,32.92,"nope"
10.30,25.79,"nope"
8.86,26.56,"nope"
35.91,32.43,"suck"
257.93,36.46,"suck"
282.58,36.59,"suck"
327.95,36.13,"suck"
232.17,34.94,"suck"
212.51,33.41,"suck"
173.09,32.06,"suck"
160.58,34.27,"suck"
184.56,31.19,"suck"
219.08,32.69,"suck"
236.42,34.20,"suck"
180.13,32.34,"suck"
208.73,32.54,"suck"
192.50,33.09,"suck"
81.13,36.38,"suck"
6.45,29.12,"nope"
7.84,23.52,"nope"
6.95,25.51,"nope"
8.27,26.46,"nope"
10.51,21.43,"nope"
6.45,28.02,"nope"
9.93,25.22,"nope"
8.60,23.39,"nope"
9.87,21.47,"nope"
9.54,26.54,"nope"
8.04,24.83,"nope"
10.12,21.93,"nope"
12.65,19.18,"nope"
9.64,25.85,"nope"
10.83,26.20,"nope"
12.23,23.03,"nope"
11.61,22.61,"nope"
9.98,23.06,"nope"
9.47,26.07,"nope"
8.71,27.60,"nope"
8.29,24.09,"nope"
7.70,27.72,"nope"
7.79,26.57,"nope"
6.94,24.59,"nope"
95.86,29.96,"suck"
177.23,34.34,"suck"
213.62,33.96,"suck"
258.39,33.55,"suck"
326.35,29.94,"suck"
323.89,31.94,"suck"
294.20,30.61,"suck"
283.20,33.88,"suck"
272.61,28.70,"suck"
290.45,28.92,"suck"
268.85,31.27,"suck"
271.28,26.20,"suck"
8.06,27.74,"nope"
7.77,25.64,"nope"
8.58,23.04,"nope"
6.64,26.69,"nope"
7.86,29.70,"nope"
7.02,28.30,"nope"
6.11,29.50,"nope"
8.22,28.69,"nope"
6.74,28.33,"nope"
7.08,26.61,"nope"
8.00,26.87,"nope"
6.33,28.92,"nope"
17.05,15.97,"nope"
15.99,17.00,"nope"
14.25,15.82,"nope"
10.91,21.39,"nope"
19.84,13.83,"nope"
15.09,17.85,"nope"
16.84,18.22,"nope"
14.98,18.37,"nope"
13.96,19.48,"nope"
11.97,21.21,"nope"
34.08,32.41,"suck"
178.53,34.97,"suck"
271.65,34.74,"suck"
245.01,31.74,"suck"
239.41,36.58,"suck"
287.86,32.98,"suck"
266.37,31.36,"suck"
282.88,31.32,"suck"
298.11,33.90,"suck"
319.07,34.58,"suck"
259.60,34.59,"suck"
183.54,30.38,"suck"
261.18,36.96,"suck"
252.91,35.86,"suck"
227.47,33.20,"suck"
268.59,31.96,"suck"
219.53,35.46,"suck"
201.89,35.72,"suck"
204.37,32.82,"suck"
195.84,36.71,"suck"
180.13,39.04,"suck"
24.25,24.29,"nope"
13.59,18.97,"nope"
14.56,20.85,"nope"
11.62,22.37,"nope"
10.07,25.66,"nope"
11.31,20.68,"nope"
11.57,25.76,"nope"
10.67,25.10,"nope"
10.66,22.42,"nope"
11.88,19.85,"nope"
13.05,29.77,"nope"
12.94,28.76,"nope"
15.12,27.27,"nope"
16.23,29.26,"nope"
16.98,28.05,"nope"
13.05,26.41,"nope"
12.91,25.64,"nope"
12.40,23.91,"nope"
10.74,28.49,"nope"
9.96,27.70,"nope"
8.66,28.85,"nope"
7.90,25.60,"nope"
8.30,25.06,"nope"
8.33,25.90,"nope"
10.07,24.99,"nope"
7.18,25.19,"nope"
8.93,25.77,"nope"
7.29,24.09,"nope"
